date,price
2020-11-18,17679.72
2020-11-19,17798.45
2020-11-20,17820.57
2020-11-21,18687.45
2020-11-22,18699.75
2020-11-23,18422.28
2020-11-24,18398.91
2020-11-25,19172.52
2020-11-26,18739.8
2020-11-27,17151.44
2020-11-28,17138.87
2020-11-29,17732.42
2020-11-30,18191.6
2020-12-01,19709.73
2020-12-02,18792.52
2020-12-03,19226.97
2020-12-04,19454.54
2020-12-05,18670.49
2020-12-06,19155.06
2020-12-07,19377.66
2020-12-08,19181.41
2020-12-09,18318.87
2020-12-10,18554.15
2020-12-11,18247.76
2020-12-12,18029.36
2020-12-13,18803.44
2020-12-14,19164.48
2020-12-15,19276.59
2020-12-16,19439.75
2020-12-17,21379.48
2020-12-18,22847.46
2020-12-19,23150.79
2020-12-20,23869.92
2020-12-21,23490.58
2020-12-22,22745.48
2020-12-23,23824.99
2020-12-24,23253.37
2020-12-25,23715.53
2020-12-26,24693.58
2020-12-27,26443.21
2020-12-28,26246.58
2020-12-29,27036.69
2020-12-30,27376.37
2020-12-31,28856.59
2021-01-01,28982.56
2021-01-02,29393.75
2021-01-03,32195.46
2021-01-04,33000.78
2021-01-05,32035.03
2021-01-06,34046.67
2021-01-07,36860.41
2021-01-08,39486.04
2021-01-09,40670.25
2021-01-10,40240.72
2021-01-11,38240.09
2021-01-12,35544.94
2021-01-13,34011.82
2021-01-14,37393.13
2021-01-15,39158.47
2021-01-16,36828.52
2021-01-17,36065.2
2021-01-18,35793.01
2021-01-19,36632.35
2021-01-20,36020.13
2021-01-21,35538.98
2021-01-22,30797.88
2021-01-23,33002.38
2021-01-24,32099.74
2021-01-25,32276.84
2021-01-26,32243.26
2021-01-27,32541.8
2021-01-28,30419.17
2021-01-29,33403.17
2021-01-30,34314.26
2021-01-31,34318.1
2021-02-01,33136.46
2021-02-02,33522.9
2021-02-03,35529.66
2021-02-04,37676.25
2021-02-05,37002.09
2021-02-06,38278.61
2021-02-07,39323.26
2021-02-08,38928.1
2021-02-09,46364.3
2021-02-10,46589.58
2021-02-11,44878.17
2021-02-12,48013.38
2021-02-13,47471.4
2021-02-14,47185.19
2021-02-15,48720.37
2021-02-16,47951.85
2021-02-17,49160.1
2021-02-18,52118.23
2021-02-19,51608.15
2021-02-20,55916.5
2021-02-21,56001.2
2021-02-22,57487.86
2021-02-23,54123.4
2021-02-24,48880.43
2021-02-25,50624.84
2021-02-26,46800.42
2021-02-27,46340.31
2021-02-28,46155.87
2021-03-01,45113.92
2021-03-02,49618.43
2021-03-03,48356.04
2021-03-04,50477.7
2021-03-05,48448.91
2021-03-06,48861.38
2021-03-07,48881.59
2021-03-08,51169.7
2021-03-09,52299.33
2021-03-10,54881.52
2021-03-11,55997.23
2021-03-12,57764
2021-03-13,57253.28
2021-03-14,61258.73
2021-03-15,59133.47
2021-03-16,55754.72
2021-03-17,56872.38
2021-03-18,58913
2021-03-19,57665.9
2021-03-20,58075.1
2021-03-21,58085.8
2021-03-22,57411.17
2021-03-23,54204.96
2021-03-24,54477.46
2021-03-25,52508.23
2021-03-26,51415.92
2021-03-27,55074.47
2021-03-28,55863.93
2021-03-29,55783.71
2021-03-30,57627.67
2021-03-31,58730.13
2021-04-01,58735.25
2021-04-02,58736.92
2021-04-03,59031.32
2021-04-04,57076.49
2021-04-05,58206.55
2021-04-06,59054.1
2021-04-07,58020.46
2021-04-08,55947.27
2021-04-09,58048.59
2021-04-10,58102.58
2021-04-11,59774
2021-04-12,59964.87
2021-04-13,59834.74
2021-04-14,63554.44
2021-04-15,62969.12
2021-04-16,63252.63
2021-04-17,61455.98
2021-04-18,60087.09
2021-04-19,56251.48
2021-04-20,55703.14
2021-04-21,56507.91
2021-04-22,53808.8
2021-04-23,51731.71
2021-04-24,51153.13
2021-04-25,50110.53
2021-04-26,49075.58
2021-04-27,54056.64
2021-04-28,55071.46
2021-04-29,54884.1
2021-04-30,53584.15
2021-05-01,57796.62
2021-05-02,57857.5
2021-05-03,56610.46
2021-05-04,57213.33
2021-05-05,53241.72
2021-05-06,57473.23
2021-05-07,56428.16
2021-05-08,57380.27
2021-05-09,58928.81
2021-05-10,58280.73
2021-05-11,55883.5
2021-05-12,56750
2021-05-13,49007.09
2021-05-14,49702.27
2021-05-15,49922.52
2021-05-16,46736.58
2021-05-17,46441.64
2021-05-18,43596.24
2021-05-19,42912.19
2021-05-20,36964.27
2021-05-21,40784.32
2021-05-22,37280.35
2021-05-23,37528.3
2021-05-24,34754.54
2021-05-25,38728.59
2021-05-26,38410.5
2021-05-27,39266.04
2021-05-28,38445.29
2021-05-29,35689.62
2021-05-30,34647.67
2021-05-31,35684.59
2021-06-01,37310.54
2021-06-02,36662.64
2021-06-03,37585.24
2021-06-04,39188.59
2021-06-05,36885.51
2021-06-06,35530.38
2021-06-07,35816.17
2021-06-08,33514.87
2021-06-09,33450.19
2021-06-10,37338.36
2021-06-11,36704.57
2021-06-12,37313.18
2021-06-13,35494.9
2021-06-14,39066.82
2021-06-15,40525.8
2021-06-16,40188.56
2021-06-17,38324.87
2021-06-18,38068.04
2021-06-19,35729.82
2021-06-20,35524.17
2021-06-21,35592.35
2021-06-22,31686.55
2021-06-23,32447.59
2021-06-24,33674.66
2021-06-25,34639.38
2021-06-26,31640.58
2021-06-27,32160.91
2021-06-28,34644.45
2021-06-29,34456.67
2021-06-30,35847.7
2021-07-01,35047.36
2021-07-02,33536.88
2021-07-03,33856.86
2021-07-04,34688.98
2021-07-05,35309.3
2021-07-06,33747.97
2021-07-07,34211.01
2021-07-08,33839.04
2021-07-09,32877.41
2021-07-10,33818.52
2021-07-11,33515.57
2021-07-12,34227.64
2021-07-13,33158.25
2021-07-14,32686.56
2021-07-15,32814.61
2021-07-16,31738.59
2021-07-17,31421.25
2021-07-18,31520.66
2021-07-19,31783.49
2021-07-20,30815.94
2021-07-21,29790.24
2021-07-22,32118.06
2021-07-23,32297.89
2021-07-24,33581.63
2021-07-25,34279.34
2021-07-26,35365.2
2021-07-27,37318.14
2021-07-28,39405.95
2021-07-29,40002.53
2021-07-30,40005.93
2021-07-31,42214.15
2021-08-01,41659.06
2021-08-02,40000.46
2021-08-03,39193.94
2021-08-04,38138
2021-08-05,39750.14
2021-08-06,40882
2021-08-07,42825.95
2021-08-08,44634.13
